image_path,true_idx,pred1_idx,score1,pred2_idx,score2,pred3_idx,score3,top1_correct,split
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12518\11502.jpg,12,12,0.9990968108177185,40,0.9990504384040833,94,0.9990160465240479,1,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12518\11521.jpg,12,33,0.9992307424545288,12,0.9992273449897766,78,0.9992244243621826,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12518\11523.jpg,12,96,0.9980766773223877,59,0.9980542063713074,27,0.9980306625366211,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12518\11530.jpg,12,27,0.9984303712844849,96,0.9984256625175476,12,0.9983967542648315,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12518\11533.jpg,12,27,0.9977426528930664,59,0.9977337121963501,99,0.9977174997329712,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12518\11535.jpg,12,12,0.9993386268615723,59,0.9993166923522949,40,0.99930739402771,1,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12518\11539.jpg,12,96,0.9982306957244873,27,0.9981569051742554,60,0.9981545209884644,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12518\11540.jpg,12,40,0.9991892576217651,59,0.9991700649261475,12,0.9991688132286072,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12518\11541.jpg,12,27,0.9987313747406006,59,0.9987300634384155,46,0.9987210631370544,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12518\11542.jpg,12,59,0.997535765171051,27,0.9975218772888184,99,0.9975095987319946,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12518\11543.jpg,12,12,0.9993265867233276,94,0.9992226362228394,93,0.9992128610610962,1,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127097\261719.jpg,16,27,0.9992365837097168,40,0.999217689037323,78,0.9992138147354126,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127097\261721.jpg,16,27,0.999093770980835,40,0.9990876317024231,78,0.9990658164024353,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127097\261722.jpg,16,40,0.9992440938949585,33,0.9992300868034363,59,0.9992280006408691,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127097\261723.jpg,16,40,0.999320387840271,33,0.9992985725402832,54,0.9992954134941101,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127097\261724.jpg,16,40,0.9993523359298706,33,0.9993362426757812,54,0.9993206858634949,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127097\261726.jpg,16,59,0.9992780685424805,60,0.9992697834968567,40,0.9992694854736328,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127097\261736.jpg,16,59,0.9988682270050049,54,0.998855471611023,36,0.9988438487052917,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265050.jpg,17,40,0.9994844794273376,59,0.9994820356369019,27,0.9994685649871826,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265051.jpg,17,59,0.9994502067565918,40,0.9994310140609741,27,0.9994275569915771,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265052.jpg,17,40,0.9994810223579407,60,0.9994737505912781,78,0.9994634389877319,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265053.jpg,17,9,0.9994591474533081,4,0.999455451965332,60,0.9994507431983948,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265054.jpg,17,27,0.999465823173523,9,0.9994638562202454,12,0.9994601011276245,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265055.jpg,17,60,0.999473512172699,54,0.999472439289093,59,0.999457597732544,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265056.jpg,17,27,0.999455451965332,40,0.999436616897583,60,0.9994334578514099,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265058.jpg,17,60,0.9995585083961487,78,0.999546229839325,12,0.9995388984680176,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265176.jpg,17,27,0.9986381530761719,59,0.9986209869384766,54,0.9986140727996826,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265181.jpg,17,93,0.9997357130050659,78,0.999733030796051,60,0.9997237920761108,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265185.jpg,17,54,0.9990860223770142,59,0.9990752339363098,94,0.9990535378456116,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265186.jpg,17,54,0.999214231967926,60,0.9992002844810486,78,0.9991899728775024,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265189.jpg,17,54,0.9987369775772095,59,0.9987170696258545,96,0.9986988306045532,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265191.jpg,17,59,0.9989216327667236,12,0.9988685846328735,9,0.998854398727417,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265192.jpg,17,59,0.9982947707176208,46,0.9982481002807617,40,0.9982455372810364,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265193.jpg,17,40,0.9983898401260376,59,0.9983675479888916,4,0.9983441829681396,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265194.jpg,17,59,0.9983199238777161,40,0.9983001351356506,4,0.9982850551605225,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265195.jpg,17,4,0.9981689453125,40,0.9981331825256348,59,0.9980994462966919,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\265196.jpg,17,35,0.9997490644454956,27,0.9997444748878479,99,0.9997398853302002,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\991.jpg,17,59,0.9991729259490967,12,0.999127984046936,33,0.9991137981414795,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\992.jpg,17,59,0.9991059303283691,4,0.9990962147712708,30,0.9990888833999634,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\993.jpg,17,59,0.9990341663360596,12,0.9989801049232483,33,0.9989751577377319,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\994.jpg,17,59,0.9991431832313538,12,0.9990989565849304,33,0.999085545539856,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\127151\995.jpg,17,59,0.9991708993911743,30,0.9991592168807983,9,0.999154806137085,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11763.jpg,19,12,0.9991907477378845,59,0.9991872310638428,9,0.9991565942764282,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11764.jpg,19,4,0.9989293217658997,59,0.998924195766449,12,0.9988852739334106,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11778.jpg,19,12,0.9992836117744446,93,0.9992758631706238,47,0.9992666840553284,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11779.jpg,19,59,0.9984740018844604,4,0.9984498023986816,40,0.9984191656112671,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11782.jpg,19,96,0.9985169172286987,40,0.998503565788269,46,0.9984720945358276,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11783.jpg,19,33,0.9986459016799927,97,0.9986250996589661,40,0.9986234903335571,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11784.jpg,19,27,0.9993398189544678,98,0.9993152618408203,78,0.9993113875389099,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11786.jpg,19,40,0.9988993406295776,33,0.9988822937011719,27,0.9988526105880737,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11789.jpg,19,59,0.9986715912818909,12,0.9986602663993835,53,0.998647928237915,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11790.jpg,19,59,0.9985801577568054,4,0.9985392689704895,40,0.9985377192497253,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11791.jpg,19,54,0.9992645978927612,98,0.9992626905441284,78,0.9992493391036987,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11792.jpg,19,59,0.9993727207183838,91,0.9993464350700378,40,0.9993413686752319,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11794.jpg,19,59,0.9984248280525208,12,0.9983991384506226,1,0.998383641242981,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11795.jpg,19,97,0.9985355734825134,4,0.9984923005104065,59,0.9984725713729858,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\11796.jpg,19,12,0.9994698762893677,93,0.9994599223136902,33,0.9994524717330933,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\12471.jpg,19,27,0.9990504384040833,4,0.9990341663360596,36,0.9990226626396179,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\12472.jpg,19,27,0.9987810850143433,40,0.9987521767616272,78,0.9987145066261292,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12910\12474.jpg,19,9,0.998846173286438,94,0.9988125562667847,27,0.9987887144088745,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13335.jpg,20,40,0.999068021774292,59,0.9990580677986145,47,0.9990409016609192,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13336.jpg,20,9,0.9998406171798706,78,0.9998117685317993,37,0.9998103380203247,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13338.jpg,20,12,0.9994544982910156,47,0.999387264251709,59,0.9993864893913269,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13339.jpg,20,71,0.9998572468757629,7,0.9998548626899719,35,0.9998487830162048,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13340.jpg,20,71,0.9998035430908203,12,0.99977707862854,69,0.9997613430023193,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13341.jpg,20,27,0.9994609355926514,94,0.9994606971740723,46,0.9994531273841858,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13343.jpg,20,60,0.9992368817329407,29,0.9992226958274841,59,0.9992192387580872,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13347.jpg,20,71,0.999859094619751,7,0.9998257160186768,26,0.9998253583908081,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13348.jpg,20,8,0.9998776316642761,48,0.9998728632926941,45,0.9998725652694702,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13349.jpg,20,71,0.999783992767334,33,0.9997751116752625,93,0.9997699856758118,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13350.jpg,20,71,0.999783992767334,33,0.9997751116752625,93,0.9997699856758118,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13351.jpg,20,12,0.9995441436767578,59,0.9995163083076477,93,0.9995068311691284,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13352.jpg,20,93,0.9998296499252319,78,0.9998252987861633,61,0.9998250603675842,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13353.jpg,20,71,0.9998158812522888,93,0.9998144507408142,48,0.999813973903656,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13354.jpg,20,48,0.9998718500137329,71,0.9998685717582703,23,0.999862551689148,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13355.jpg,20,71,0.9998615384101868,12,0.999850332736969,48,0.999845027923584,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13364.jpg,20,94,0.9985583424568176,40,0.998546302318573,78,0.9985160827636719,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\12922\13365.jpg,20,12,0.9992130994796753,4,0.9991626143455505,9,0.9991620779037476,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\129645\260662.jpg,21,40,0.9992408752441406,59,0.9991975426673889,93,0.9991911053657532,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\129645\260663.jpg,21,59,0.9993412494659424,54,0.999322235584259,93,0.9992991089820862,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\129645\260665.jpg,21,59,0.9993470907211304,40,0.9993265867233276,7,0.9993221759796143,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\129645\260674.jpg,21,9,0.9989355206489563,94,0.9988433122634888,4,0.9988146424293518,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\129645\260675.jpg,21,4,0.9989738464355469,40,0.9989636540412903,59,0.9989619851112366,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\129645\260676.jpg,21,46,0.9989235997200012,40,0.9989178776741028,59,0.9989048838615417,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\129645\260677.jpg,21,9,0.9995031952857971,12,0.9994453191757202,78,0.9994426369667053,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\129645\260678.jpg,21,12,0.9996795058250427,9,0.9996442198753357,78,0.9996431469917297,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\129645\260679.jpg,21,12,0.9993391036987305,59,0.9993095397949219,15,0.9992954134941101,0,without_pair
